,stream_date,value
0,2023-04-25,0.0
1,2023-04-25,0.0
2,2023-04-25,0.0
3,2023-04-25,1.0
4,2023-04-25,1.0
5,2023-04-25,1.0
6,2023-04-25,1.0
7,2023-04-25,0.0
8,2023-04-25,0.0
9,2023-04-25,1.0
10,2023-04-25,0.5
11,2023-04-25,0.0
12,2023-04-25,0.0
13,2023-04-25,1.0
14,2023-04-25,-1.0
15,2023-04-25,0.0
16,2023-04-25,0.0
17,2023-04-25,0.0
18,2023-04-25,1.0
19,2023-04-25,1.0
20,2023-04-25,1.0
21,2023-04-25,1.0
22,2023-04-25,0.5
23,2023-04-25,0.0
24,2023-04-25,0.0
25,2023-04-25,1.0
26,2023-04-25,1.0
27,2023-04-25,1.0
28,2023-04-25,1.0
29,2023-04-25,0.0
30,2023-04-25,0.0
31,2023-04-25,1.0
32,2023-04-25,0.0
33,2023-04-25,1.0
34,2023-04-25,1.0
35,2023-04-25,0.0
36,2023-04-25,1.0
37,2023-04-25,1.0
38,2023-04-25,0.0
39,2023-04-25,-1.0
40,2023-04-25,-1.0
41,2023-04-25,0.0
42,2023-04-25,1.0
43,2023-04-25,0.0
44,2023-04-25,0.0
45,2023-04-25,0.25
46,2023-04-25,1.0
47,2023-04-25,1.0
48,2023-04-25,-1.0
49,2023-04-25,1.0
50,2023-04-25,1.0
51,2023-04-25,1.0
52,2023-04-25,1.0
53,2023-04-25,1.0
54,2023-04-25,1.0
55,2023-04-25,1.0
56,2023-04-25,1.0
57,2023-04-25,-1.0
58,2023-04-25,0.0
59,2023-04-25,0.0
60,2023-04-25,0.0
61,2023-04-25,0.0
62,2023-04-25,1.0
63,2023-04-25,1.0
64,2023-04-25,1.0
65,2023-04-25,0.0
66,2023-04-25,0.0
67,2023-04-25,0.0
68,2023-04-25,0.0
69,2023-04-25,0.0
70,2023-04-25,1.0
71,2023-04-25,0.0
72,2023-04-25,1.0
73,2023-04-25,0.0
74,2023-04-25,0.0
75,2023-04-25,0.0
76,2023-04-25,1.0
77,2023-04-25,0.0
78,2023-04-25,0.0
79,2023-04-25,0.0
80,2023-04-25,0.0
81,2023-04-25,1.0
82,2023-04-25,-1.0
83,2023-04-25,1.0
84,2023-04-25,0.0
85,2023-04-25,0.5
86,2023-04-25,0.0
87,2023-04-25,-1.0
88,2023-04-25,0.0
89,2023-04-25,1.0
90,2023-04-25,0.0
91,2023-04-25,1.0
92,2023-04-25,0.5
93,2023-04-25,0.5
94,2023-04-25,1.0
95,2023-04-25,1.0
96,2023-04-25,-1.0
97,2023-04-25,0.0
98,2023-04-25,1.0
99,2023-04-25,0.0
100,2023-04-25,0.0
101,2023-04-25,0.5
102,2023-04-25,1.0
103,2023-04-25,0.0
104,2023-04-25,0.0
105,2023-04-25,-0.5
106,2023-04-25,1.0
107,2023-04-25,-1.0
108,2023-04-25,0.0
109,2023-04-25,0.0
110,2023-04-25,1.0
111,2023-04-25,-1.0
112,2023-04-25,0.0
113,2023-04-25,0.0
114,2023-04-25,1.0
115,2023-04-25,-1.0
116,2023-04-25,0.0
117,2023-04-25,0.0
118,2023-04-25,0.0
119,2023-04-25,1.0
120,2023-04-25,1.0
121,2023-04-25,0.5
122,2023-04-25,0.0
123,2023-04-25,0.0
124,2023-04-25,0.0
125,2023-04-25,1.0
126,2023-04-25,0.0
127,2023-04-25,0.0
128,2023-04-25,1.0
129,2023-04-25,0.5
130,2023-04-25,0.0
131,2023-04-25,1.0
132,2023-04-25,0.0
133,2023-04-25,-1.0
134,2023-04-25,0.0
135,2023-04-25,0.0
136,2023-04-25,0.0
137,2023-04-25,0.0
138,2023-04-25,0.0
139,2023-04-25,0.0
140,2023-04-25,-1.0
141,2023-04-25,1.0
142,2023-04-25,1.0
143,2023-04-25,0.0
144,2023-04-25,0.0
145,2023-04-25,0.0
146,2023-04-25,-0.5
147,2023-04-25,1.0
148,2023-04-25,0.0
149,2023-04-25,0.0
150,2023-04-25,-0.5
151,2023-04-25,1.0
152,2023-04-25,1.0
153,2023-04-25,0.0
154,2023-04-25,0.0
155,2023-04-25,-1.0
156,2023-04-25,1.0
157,2023-04-25,0.0
158,2023-04-25,0.0
159,2023-04-25,0.0
160,2023-04-25,0.0
161,2023-04-25,0.0
162,2023-04-25,0.0
163,2023-04-25,0.0
164,2023-04-25,0.0
165,2023-04-25,0.0
166,2023-04-25,1.0
167,2023-04-25,1.0
168,2023-04-25,1.0
169,2023-04-25,1.0
170,2023-04-25,1.0
171,2023-04-25,1.0
172,2023-04-25,0.0
173,2023-04-25,0.0
174,2023-04-25,-0.5
175,2023-04-25,-1.0
176,2023-04-25,1.0
177,2023-04-25,-1.0
178,2023-04-25,1.0
179,2023-04-25,1.0
180,2023-04-25,1.0
181,2023-04-25,0.0
182,2023-04-25,0.5
183,2023-04-25,1.0
184,2023-04-25,-1.0
185,2023-04-25,1.0
186,2023-04-25,0.0
187,2023-04-25,0.5
188,2023-04-25,-0.5
189,2023-04-25,0.5
190,2023-04-25,0.0
191,2023-04-25,-1.0
192,2023-04-25,1.0
193,2023-04-25,0.0
194,2023-04-25,1.0
195,2023-04-25,1.0
196,2023-04-25,0.0
197,2023-04-25,1.0
198,2023-04-25,0.0
199,2023-04-25,-1.0
200,2023-04-25,0.0
201,2023-04-25,1.0
202,2023-04-25,0.0
203,2023-04-25,0.0
204,2023-04-25,0.0
205,2023-04-25,0.0
206,2023-04-25,-1.0
207,2023-04-25,0.5
208,2023-04-25,-1.0
209,2023-04-25,0.0
210,2023-04-25,0.0
211,2023-04-25,1.0
212,2023-04-25,0.0
213,2023-04-25,0.0
214,2023-04-25,0.0
215,2023-04-25,-1.0
216,2023-04-25,-1.0
217,2023-04-25,-1.0
218,2023-04-25,-1.0
219,2023-04-25,1.0
220,2023-04-25,-1.0
221,2023-04-25,1.0
222,2023-04-25,-0.5
223,2023-04-25,0.6666666666666666
224,2023-04-25,0.0
225,2023-04-25,0.5
226,2023-04-25,-1.0
227,2023-04-25,0.0
228,2023-04-25,1.0
229,2023-04-25,0.0
230,2023-04-25,0.3333333333333333
231,2023-04-25,1.0
232,2023-04-25,1.0
233,2023-04-25,-1.0
234,2023-04-25,0.3333333333333333
235,2023-04-25,0.0
236,2023-04-25,0.0
237,2023-04-25,-1.0
238,2023-04-25,-1.0
239,2023-04-25,-1.0
240,2023-04-25,-1.0
241,2023-04-25,1.0
242,2023-04-25,0.0
243,2023-04-25,0.0
244,2023-04-25,1.0
245,2023-04-25,0.0
246,2023-04-25,0.0
247,2023-04-25,0.0
248,2023-04-25,0.0
249,2023-04-25,1.0
250,2023-04-25,-0.3333333333333333
251,2023-04-25,0.0
252,2023-04-25,0.0
253,2023-04-25,-1.0
254,2023-04-25,-1.0
255,2023-04-25,0.0
256,2023-04-25,0.0
257,2023-04-25,0.0
258,2023-04-25,1.0
259,2023-04-25,0.0
260,2023-04-25,1.0
261,2023-04-25,1.0
262,2023-04-25,1.0
263,2023-04-25,-0.5
264,2023-04-25,1.0
265,2023-04-25,0.0
266,2023-04-25,1.0
267,2023-04-25,1.0
268,2023-04-25,0.0
269,2023-04-25,0.0
270,2023-04-25,0.0
