,date,value
0,2023-04-25 08:17:42.988921,1800383.0
1,2023-04-25 08:17:43.377350,1800383.0
2,2023-04-25 08:17:44.198244,1800383.0
3,2023-04-25 08:17:46.846552,1800383.0
4,2023-04-25 08:17:47.196953,1800383.0
5,2023-04-25 08:17:48.530342,1800383.0
6,2023-04-25 08:17:48.886113,1800383.0
7,2023-04-25 08:17:49.284849,1800383.0
8,2023-04-25 08:17:49.654955,1800383.0
9,2023-04-25 08:17:51.661003,1800382.0
10,2023-04-25 08:17:52.027079,1800382.0
11,2023-04-25 08:17:53.114647,1800382.0
12,2023-04-25 08:17:54.787814,1800382.0
13,2023-04-25 08:17:55.381661,1800382.0
14,2023-04-25 08:17:58.988150,1800383.0
15,2023-04-25 08:17:59.695582,1800383.0
16,2023-04-25 08:18:00.685721,1800383.0
17,2023-04-25 08:18:01.440844,1800383.0
18,2023-04-25 08:18:04.647394,1800383.0
19,2023-04-25 08:18:07.254797,1800383.0
20,2023-04-25 08:18:11.556939,1800383.0
21,2023-04-25 08:18:15.040851,1800385.0
22,2023-04-25 08:18:15.406167,1800385.0
23,2023-04-25 08:18:17.217212,1800386.0
24,2023-04-25 08:18:18.956421,1800387.0
25,2023-04-25 08:18:21.734145,1800387.0
26,2023-04-25 08:18:23.168010,1800388.0
27,2023-04-25 08:18:23.626007,1800388.0
28,2023-04-25 08:18:24.761583,1800388.0
29,2023-04-25 08:18:25.127634,1800388.0
30,2023-04-25 08:18:27.598632,1800388.0
31,2023-04-25 08:18:29.278154,1800388.0
32,2023-04-25 08:18:31.300653,1800388.0
33,2023-04-25 08:18:31.644787,1800388.0
34,2023-04-25 08:18:32.643769,1800388.0
35,2023-04-25 08:18:33.782917,1800388.0
36,2023-04-25 08:18:39.786127,1800388.0
37,2023-04-25 08:18:40.309629,1800388.0
38,2023-04-25 08:18:43.292386,1800389.0
39,2023-04-25 08:18:43.740038,1800389.0
40,2023-04-25 08:18:46.977963,1800389.0
41,2023-04-25 08:18:47.751759,1800389.0
42,2023-04-25 08:18:48.147793,1800389.0
43,2023-04-25 08:18:51.571751,1800389.0
44,2023-04-25 08:18:54.084737,1800390.0
45,2023-04-25 08:18:54.422980,1800390.0
46,2023-04-25 08:18:55.617149,1800390.0
47,2023-04-25 08:18:55.988640,1800390.0
48,2023-04-25 08:18:56.336235,1800390.0
49,2023-04-25 08:18:57.039655,1800390.0
50,2023-04-25 08:19:00.401499,1800391.0
51,2023-04-25 08:19:02.243635,1800391.0
52,2023-04-25 08:19:07.388431,1800392.0
53,2023-04-25 08:19:09.930788,1800392.0
54,2023-04-25 08:19:11.446841,1800393.0
55,2023-04-25 08:19:12.157645,1800393.0
56,2023-04-25 08:19:16.376486,1800395.0
57,2023-04-25 08:19:18.049726,1800395.0
58,2023-04-25 08:19:24.391806,1800395.0
59,2023-04-25 08:19:24.932751,1800395.0
60,2023-04-25 08:19:26.100979,1800395.0
61,2023-04-25 08:19:27.322723,1800395.0
62,2023-04-25 08:19:28.828649,1800395.0
63,2023-04-25 08:19:29.817346,1800395.0
64,2023-04-25 08:19:30.807052,1800395.0
65,2023-04-25 08:19:31.317739,1800396.0
66,2023-04-25 08:19:31.702542,1800396.0
67,2023-04-25 08:19:32.106826,1800396.0
68,2023-04-25 08:19:32.443941,1800396.0
69,2023-04-25 08:19:33.409765,1800397.0
70,2023-04-25 08:19:33.799274,1800397.0
71,2023-04-25 08:19:34.942963,1800398.0
72,2023-04-25 08:19:37.599422,1800398.0
73,2023-04-25 08:19:37.969080,1800398.0
74,2023-04-25 08:19:38.892077,1800398.0
75,2023-04-25 08:19:39.232981,1800398.0
76,2023-04-25 08:19:39.701634,1800398.0
77,2023-04-25 08:19:44.333073,1800400.0
78,2023-04-25 08:19:44.734288,1800400.0
79,2023-04-25 08:19:47.297302,1800400.0
80,2023-04-25 08:19:48.340586,1800400.0
81,2023-04-25 08:19:48.692375,1800400.0
82,2023-04-25 08:19:50.255871,1800400.0
83,2023-04-25 08:19:52.640824,1800400.0
84,2023-04-25 08:19:54.178669,1800400.0
85,2023-04-25 08:19:54.582096,1800400.0
86,2023-04-25 11:28:23.999641,1802025.0
87,2023-04-25 11:28:25.563944,1802025.0
88,2023-04-25 11:28:26.768592,1802025.0
89,2023-04-25 11:28:27.676605,1802025.0
90,2023-04-25 11:28:28.240932,1802025.0
91,2023-04-25 11:28:29.031454,1802026.0
92,2023-04-25 11:28:29.727193,1802027.0
93,2023-04-25 11:28:31.338661,1802027.0
94,2023-04-25 11:28:32.960974,1802027.0
95,2023-04-25 11:28:34.578003,1802027.0
96,2023-04-25 11:28:45.864926,1802026.0
97,2023-04-25 11:28:47.287353,1802026.0
98,2023-04-25 11:28:49.482611,1802027.0
99,2023-04-25 11:28:50.388781,1802027.0
100,2023-04-25 11:28:52.955839,1802028.0
101,2023-04-25 11:28:56.379923,1802028.0
102,2023-04-25 11:28:56.902669,1802028.0
103,2023-04-25 11:29:00.806614,1802028.0
104,2023-04-25 11:29:02.002587,1802028.0
105,2023-04-25 11:29:06.035433,1802027.0
106,2023-04-25 11:29:07.848827,1802027.0
107,2023-04-25 11:29:08.709149,1802027.0
108,2023-04-25 11:29:11.375915,1802027.0
109,2023-04-25 11:29:12.201458,1802027.0
110,2023-04-25 11:29:13.982422,1802027.0
111,2023-04-25 11:29:14.549425,1802027.0
112,2023-04-25 11:29:16.323866,1802028.0
113,2023-04-25 11:29:17.529280,1802028.0
114,2023-04-25 11:29:19.650532,1802029.0
115,2023-04-25 11:29:21.350264,1802029.0
116,2023-04-25 11:29:22.803327,1802028.0
117,2023-04-25 11:29:23.953741,1802028.0
118,2023-04-25 11:29:25.619774,1802028.0
119,2023-04-25 11:29:26.488914,1802028.0
120,2023-04-25 11:29:39.438484,1802028.0
121,2023-04-25 11:29:40.376358,1802028.0
122,2023-04-25 11:29:44.442842,1802028.0
123,2023-04-25 11:29:48.135249,1802028.0
124,2023-04-25 11:29:50.236385,1802028.0
125,2023-04-25 11:29:55.024933,1802029.0
126,2023-04-25 11:29:55.581346,1802029.0
127,2023-04-25 11:30:01.218088,1802029.0
128,2023-04-25 11:30:01.832205,1802029.0
129,2023-04-25 11:30:02.996676,1802030.0
130,2023-04-25 11:30:07.427191,1802030.0
131,2023-04-25 11:30:08.180899,1802031.0
132,2023-04-25 11:30:13.593003,1802032.0
133,2023-04-25 11:30:14.238203,1802032.0
134,2023-04-25 11:30:15.152698,1802032.0
135,2023-04-25 11:30:19.190932,1802033.0
136,2023-04-25 11:30:19.715135,1802033.0
137,2023-04-25 11:30:21.422662,1802033.0
138,2023-04-25 11:30:25.433178,1802034.0
139,2023-04-25 11:30:26.828932,1802034.0
140,2023-04-25 11:30:28.112565,1802034.0
141,2023-04-25 11:30:29.001367,1802034.0
142,2023-04-25 11:30:32.044221,1802036.0
143,2023-04-25 11:30:32.582779,1802036.0
144,2023-04-25 11:30:35.510365,1802036.0
145,2023-04-25 11:30:36.319948,1802036.0
146,2023-04-25 11:30:37.920504,1802037.0
147,2023-04-25 11:30:38.850898,1802037.0
148,2023-04-25 11:30:43.090292,1802040.0
149,2023-04-25 11:30:44.007206,1802040.0
150,2023-04-25 11:30:44.879789,1802040.0
151,2023-04-25 11:30:48.889962,1802040.0
152,2023-04-25 11:30:51.888854,1802040.0
153,2023-04-25 11:30:53.365653,1802040.0
154,2023-04-25 11:31:00.850010,1802041.0
155,2023-04-25 11:31:03.174066,1802042.0
156,2023-04-25 11:31:06.100721,1802042.0
157,2023-04-25 11:31:07.741134,1802042.0
158,2023-04-25 11:31:13.403184,1802043.0
159,2023-04-25 11:31:14.214526,1802043.0
160,2023-04-25 11:31:21.495927,1802044.0
161,2023-04-25 11:31:22.293996,1802044.0
162,2023-04-25 11:31:23.426336,1802044.0
163,2023-04-25 11:31:25.834115,1802044.0
164,2023-04-25 11:31:26.972217,1802044.0
165,2023-04-25 11:31:28.218354,1802044.0
166,2023-04-25 11:31:29.055047,1802044.0
167,2023-04-25 11:31:30.362347,1802044.0
168,2023-04-25 11:31:31.513288,1802044.0
169,2023-04-25 11:31:32.932831,1802044.0
170,2023-04-25 11:31:33.721305,1802044.0
171,2023-04-25 11:31:37.221038,1802045.0
172,2023-04-25 11:31:38.116480,1802045.0
173,2023-04-25 11:31:39.002870,1802045.0
174,2023-04-25 11:31:44.355907,1802046.0
175,2023-04-25 11:31:57.459091,1802049.0
176,2023-04-25 11:31:58.536469,1802049.0
177,2023-04-25 11:32:00.312839,1802049.0
178,2023-04-25 11:32:01.830172,1802050.0
179,2023-04-25 11:32:04.763763,1802052.0
180,2023-04-25 11:32:05.770736,1802053.0
181,2023-04-25 11:32:07.237970,1802053.0
182,2023-04-25 11:32:08.379875,1802053.0
183,2023-04-25 11:32:09.221678,1802053.0
184,2023-04-25 11:32:12.092807,1802053.0
185,2023-04-25 11:32:14.420108,1802052.0
186,2023-04-25 11:32:17.114138,1802052.0
187,2023-04-25 11:32:18.711339,1802052.0
188,2023-04-25 11:32:19.568510,1802052.0
189,2023-04-25 11:32:20.681073,1802052.0
190,2023-04-25 11:32:21.877153,1802052.0
191,2023-04-25 11:32:22.820710,1802052.0
192,2023-04-25 11:32:23.907726,1802052.0
193,2023-04-25 11:32:24.998763,1802052.0
194,2023-04-25 11:32:25.905526,1802052.0
195,2023-04-25 11:32:28.532162,1802052.0
196,2023-04-25 11:32:29.438365,1802052.0
197,2023-04-25 11:32:30.371189,1802052.0
198,2023-04-25 11:32:31.205367,1802052.0
199,2023-04-25 11:32:32.812311,1802052.0
200,2023-04-25 11:32:34.505397,1802052.0
201,2023-04-25 11:32:37.157262,1802053.0
202,2023-04-25 11:32:45.649937,1802054.0
203,2023-04-25 11:32:48.671748,1802054.0
204,2023-04-25 11:32:53.583311,1802054.0
205,2023-04-25 11:32:55.047298,1802054.0
206,2023-04-25 11:32:56.411594,1802054.0
207,2023-04-25 11:32:57.234378,1802054.0
208,2023-04-25 11:32:58.223935,1802054.0
209,2023-04-25 11:32:59.503408,1802054.0
210,2023-04-25 11:33:01.127969,1802054.0
211,2023-04-25 11:33:04.314698,1802055.0
212,2023-04-25 11:33:06.249521,1802055.0
213,2023-04-25 11:33:07.477582,1802055.0
214,2023-04-25 11:33:08.839486,1802055.0
215,2023-04-25 11:33:10.710680,1802055.0
216,2023-04-25 11:33:19.396295,1802057.0
217,2023-04-25 11:33:21.746376,1802057.0
218,2023-04-25 11:33:23.279906,1802057.0
219,2023-04-25 11:33:24.494626,1802057.0
220,2023-04-25 11:33:25.045031,1802057.0
221,2023-04-25 11:33:25.895759,1802057.0
222,2023-04-25 11:33:28.416646,1802057.0
223,2023-04-25 11:33:29.619526,1802057.0
224,2023-04-25 11:33:30.594098,1802057.0
225,2023-04-25 11:33:31.433596,1802057.0
226,2023-04-25 11:33:32.415360,1802057.0
227,2023-04-25 11:33:34.531220,1802058.0
228,2023-04-25 11:33:36.421876,1802058.0
229,2023-04-25 11:33:37.466670,1802058.0
230,2023-04-25 11:33:39.809471,1802059.0
231,2023-04-25 11:33:40.648149,1802059.0
232,2023-04-25 11:33:42.223180,1802059.0
233,2023-04-25 11:33:43.045135,1802059.0
234,2023-04-25 11:33:46.814610,1802059.0
235,2023-04-25 11:33:47.885633,1802059.0
236,2023-04-25 11:33:48.988294,1802059.0
237,2023-04-25 11:33:50.462963,1802059.0
238,2023-04-25 11:33:51.516653,1802059.0
239,2023-04-25 11:33:52.963674,1802060.0
240,2023-04-25 11:33:57.529714,1802061.0
241,2023-04-25 11:33:58.227403,1802061.0
242,2023-04-25 11:33:59.292613,1802061.0
243,2023-04-25 11:34:00.104696,1802061.0
244,2023-04-25 11:34:02.138046,1802061.0
245,2023-04-25 11:34:09.138843,1802061.0
246,2023-04-25 11:34:11.727255,1802062.0
247,2023-04-25 11:34:17.142725,1802062.0
248,2023-04-25 11:34:18.170729,1802062.0
249,2023-04-25 11:34:20.772973,1802062.0
250,2023-04-25 11:34:21.865740,1802062.0
251,2023-04-25 11:34:24.019146,1802063.0
252,2023-04-25 11:34:26.942081,1802063.0
253,2023-04-25 11:34:27.773264,1802063.0
254,2023-04-25 11:34:31.499501,1802063.0
255,2023-04-25 11:34:35.185940,1802064.0
256,2023-04-25 11:34:35.993755,1802064.0
257,2023-04-25 11:34:36.987646,1802064.0
258,2023-04-25 11:34:37.527881,1802064.0
259,2023-04-25 11:34:40.183803,1802067.0
260,2023-04-25 11:34:40.742651,1802067.0
261,2023-04-25 11:34:42.150151,1802067.0
262,2023-04-25 11:34:43.255902,1802068.0
263,2023-04-25 11:34:44.046912,1802068.0
264,2023-04-25 11:34:48.358992,1802068.0
265,2023-04-25 11:34:49.623872,1802068.0
266,2023-04-25 11:34:51.393048,1802068.0
267,2023-04-25 11:34:53.120355,1802068.0
268,2023-04-25 11:34:56.239216,1802069.0
269,2023-04-25 11:34:58.570883,1802069.0
270,2023-04-25 11:35:00.833593,1802068.0
271,2023-04-25 11:35:03.844692,1802067.0
272,2023-04-25 11:35:04.778010,1802067.0
273,2023-04-25 11:35:05.839516,1802067.0
274,2023-04-25 11:35:06.727984,1802067.0
275,2023-04-25 11:35:07.301335,1802067.0
276,2023-04-25 11:35:08.157856,1802067.0
277,2023-04-25 11:35:09.366507,1802067.0
278,2023-04-25 11:35:10.425644,1802068.0
279,2023-04-25 11:35:12.169375,1802069.0
280,2023-04-25 11:35:13.410322,1802069.0
281,2023-04-25 11:35:16.787274,1802068.0
282,2023-04-25 11:35:19.000812,1802068.0
283,2023-04-25 11:35:24.259250,1802068.0
284,2023-04-25 11:35:29.507158,1802069.0
285,2023-04-25 11:35:32.414781,1802069.0
286,2023-04-25 11:35:35.268295,1802069.0
287,2023-04-25 11:35:35.833023,1802069.0
288,2023-04-25 11:35:36.675438,1802069.0
289,2023-04-25 11:35:37.762088,1802069.0
290,2023-04-25 11:35:39.222656,1802069.0
291,2023-04-25 11:35:40.709564,1802069.0
292,2023-04-25 11:35:43.138792,1802070.0
293,2023-04-25 11:35:45.024158,1802070.0
294,2023-04-25 11:35:50.305823,1802071.0
295,2023-04-25 11:35:55.712077,1802071.0
296,2023-04-25 11:36:01.540403,1802072.0
297,2023-04-25 11:36:02.367984,1802072.0
298,2023-04-25 11:36:04.245014,1802072.0
299,2023-04-25 11:36:05.937816,1802072.0
300,2023-04-25 11:36:07.025717,1802073.0
301,2023-04-25 11:36:08.870965,1802074.0
302,2023-04-25 11:36:10.768620,1802075.0
303,2023-04-25 11:36:12.739655,1802076.0
304,2023-04-25 11:36:13.701221,1802077.0
305,2023-04-25 11:36:14.556656,1802077.0
306,2023-04-25 11:36:17.090755,1802079.0
307,2023-04-25 11:36:18.088868,1802079.0
308,2023-04-25 11:36:19.049130,1802079.0
309,2023-04-25 11:36:19.954893,1802079.0
310,2023-04-25 11:36:21.909311,1802080.0
311,2023-04-25 11:36:24.691796,1802082.0
312,2023-04-25 11:36:26.402629,1802083.0
313,2023-04-25 11:36:27.511790,1802083.0
314,2023-04-25 11:36:28.399550,1802083.0
315,2023-04-25 11:36:29.267386,1802083.0
316,2023-04-25 11:36:30.121420,1802083.0
317,2023-04-25 11:36:30.990147,1802083.0
318,2023-04-25 11:36:32.009000,1802083.0
319,2023-04-25 11:36:33.653657,1802084.0
320,2023-04-25 11:36:34.863998,1802084.0
321,2023-04-25 11:36:36.845172,1802084.0
322,2023-04-25 11:36:37.651279,1802084.0
323,2023-04-25 11:36:39.092173,1802084.0
324,2023-04-25 11:36:39.944400,1802084.0
325,2023-04-25 11:36:41.953474,1802084.0
326,2023-04-25 11:36:44.359418,1802084.0
327,2023-04-25 11:36:44.940262,1802084.0
328,2023-04-25 11:36:47.940479,1802084.0
329,2023-04-25 11:36:49.123427,1802084.0
330,2023-04-25 11:36:51.080992,1802084.0
331,2023-04-25 11:36:52.688771,1802084.0
332,2023-04-25 11:36:55.241059,1802084.0
333,2023-04-25 11:36:59.355918,1802086.0
334,2023-04-25 11:37:01.506901,1802086.0
335,2023-04-25 11:37:03.632766,1802087.0
336,2023-04-25 11:37:05.296243,1802087.0
337,2023-04-25 11:37:05.863822,1802087.0
338,2023-04-25 11:37:07.006577,1802087.0
339,2023-04-25 11:37:08.058032,1802087.0
340,2023-04-25 11:37:09.271618,1802087.0
341,2023-04-25 11:37:12.357334,1802087.0
342,2023-04-25 11:37:14.183942,1802088.0
343,2023-04-25 11:37:14.764543,1802088.0
344,2023-04-25 11:37:16.314019,1802088.0
345,2023-04-25 11:37:18.978514,1802088.0
346,2023-04-25 11:37:19.704062,1802088.0
347,2023-04-25 11:37:20.346435,1802088.0
348,2023-04-25 11:37:20.988925,1802088.0
349,2023-04-25 11:37:25.483377,1802088.0
350,2023-04-25 11:37:28.727442,1802088.0
351,2023-04-25 11:37:29.253565,1802088.0
352,2023-04-25 11:37:30.353531,1802088.0
353,2023-04-25 11:37:31.231294,1802087.0
354,2023-04-25 11:37:33.601407,1802087.0
355,2023-04-25 11:37:39.387514,1802089.0
356,2023-04-25 11:37:40.396541,1802089.0
357,2023-04-25 11:37:43.940676,1802092.0
358,2023-04-25 11:37:45.510559,1802092.0
359,2023-04-25 11:37:48.362623,1802093.0
360,2023-04-25 11:37:49.237005,1802093.0
361,2023-04-25 11:37:51.557004,1802093.0
362,2023-04-25 11:37:55.394979,1802094.0
363,2023-04-25 11:37:59.715966,1802095.0
364,2023-04-25 11:38:01.196457,1802095.0
365,2023-04-25 11:38:01.786058,1802095.0
366,2023-04-25 11:38:03.113196,1802095.0
367,2023-04-25 11:38:03.651195,1802095.0
368,2023-04-25 11:38:06.818395,1802095.0
369,2023-04-25 11:38:07.619357,1802095.0
370,2023-04-25 11:38:10.734544,1802096.0
371,2023-04-25 11:38:11.939084,1802096.0
372,2023-04-25 11:38:12.815752,1802096.0
373,2023-04-25 11:38:15.555076,1802098.0
374,2023-04-25 11:38:20.104979,1802098.0
375,2023-04-25 11:38:20.930077,1802098.0
376,2023-04-25 11:38:22.170737,1802098.0
377,2023-04-25 11:38:23.261572,1802098.0
378,2023-04-25 11:38:24.299963,1802098.0
379,2023-04-25 11:38:24.944177,1802098.0
380,2023-04-25 11:38:25.780546,1802098.0
381,2023-04-25 11:38:28.246213,1802098.0
382,2023-04-25 11:38:30.300934,1802098.0
383,2023-04-25 11:38:31.376103,1802098.0
384,2023-04-25 11:38:32.701862,1802098.0
385,2023-04-25 11:38:33.601408,1802098.0
386,2023-04-25 11:38:35.801124,1802098.0
387,2023-04-25 11:38:36.623243,1802098.0
388,2023-04-25 11:38:37.837184,1802098.0
389,2023-04-25 11:38:41.809969,1802099.0
390,2023-04-25 11:38:47.088271,1802100.0
391,2023-04-25 11:38:55.271573,1802100.0
392,2023-04-25 11:38:56.134529,1802100.0
393,2023-04-25 11:38:57.246504,1802100.0
394,2023-04-25 11:39:01.722746,1802101.0
395,2023-04-25 11:39:05.468899,1802101.0
396,2023-04-25 11:39:07.048800,1802102.0
397,2023-04-25 11:39:12.065093,1802103.0
398,2023-04-25 11:39:14.348886,1802103.0
399,2023-04-25 11:39:19.282691,1802103.0
400,2023-04-25 11:39:23.331654,1802103.0
401,2023-04-25 11:39:26.448155,1802103.0
402,2023-04-25 11:39:28.686163,1802103.0
403,2023-04-25 11:39:34.748256,1802105.0
404,2023-04-25 11:39:36.450811,1802105.0
405,2023-04-25 11:39:38.206128,1802105.0
406,2023-04-25 11:39:39.407815,1802105.0
407,2023-04-25 11:39:41.070967,1802106.0
408,2023-04-25 11:39:43.094131,1802107.0
409,2023-04-25 11:39:43.879436,1802107.0
410,2023-04-25 11:39:48.456535,1802107.0
411,2023-04-25 11:39:56.103544,1802107.0
412,2023-04-25 11:39:57.103583,1802107.0
413,2023-04-25 11:40:02.339962,1802109.0
414,2023-04-25 11:40:02.954382,1802109.0
415,2023-04-25 11:40:03.856063,1802109.0
416,2023-04-25 11:40:11.359597,1802112.0
417,2023-04-25 11:40:13.202369,1802112.0
418,2023-04-25 11:40:15.686415,1802113.0
419,2023-04-25 11:40:16.654884,1802113.0
420,2023-04-25 11:40:17.751221,1802113.0
421,2023-04-25 11:40:19.712063,1802113.0
422,2023-04-25 11:40:22.075241,1802113.0
423,2023-04-25 11:40:23.709601,1802114.0
424,2023-04-25 11:40:27.887771,1802114.0
425,2023-04-25 11:40:29.087217,1802114.0
426,2023-04-25 11:40:31.375149,1802117.0
427,2023-04-25 11:40:32.764242,1802117.0
